City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Banavar,IN,13.4136,76.1683,72.41,34,49,6.55,scattered clouds
351,Atar,MR,20.5169,-13.0499,88.43,11,71,15.59,broken clouds
352,Bessemer,US,33.4018,-86.9544,50.0,47,99,1.01,overcast clouds
353,Dali,CN,25.7,100.1833,45.3,57,0,4.79,clear sky
354,Sao Filipe,CV,14.8961,-24.4956,73.62,74,70,12.35,broken clouds
355,Egvekinot,RU,66.3167,-179.1667,-30.33,82,58,18.48,broken clouds
356,Tarko-Sale,RU,64.9225,77.785,-12.77,90,86,8.66,overcast clouds
357,Brae,GB,60.3964,-1.353,35.6,55,75,12.66,broken clouds
358,Iranshahr,IR,27.2025,60.6848,59.0,13,0,4.61,clear sky
359,Raton,US,36.9034,-104.4391,33.8,51,1,14.97,clear sky
360,Springfield,US,37.2153,-93.2982,45.0,93,90,14.97,light rain
361,Kenai,US,60.5544,-151.2583,14.0,85,90,4.61,overcast clouds
362,Challapata,BO,-18.9,-66.7667,57.02,48,64,3.87,light rain
363,Hirado,JP,33.3597,129.5531,42.01,70,0,5.01,clear sky
364,Kabinda,CD,-6.1333,24.4833,71.55,82,92,1.1,overcast clouds
365,Alyangula,AU,-13.8483,136.4192,80.6,94,40,4.61,scattered clouds
366,Baykit,RU,61.67,96.37,-4.2,88,100,2.26,overcast clouds
367,Kamina,CD,-8.7386,24.9906,69.76,85,59,2.37,broken clouds
368,Homer,US,59.6425,-151.5483,24.8,86,40,4.79,scattered clouds
369,Riyadh,SA,24.6877,46.7219,71.6,23,0,6.91,clear sky
370,Hurricane,US,37.1753,-113.2899,46.99,39,1,4.61,clear sky
371,Mae Sai,TH,20.4335,99.8762,68.0,88,0,2.3,clear sky
372,Wanning,CN,18.8003,110.3967,69.08,78,90,4.9,overcast clouds
373,Ayan,RU,56.45,138.1667,-16.37,74,100,14.52,overcast clouds
374,Bergen,NO,60.392,5.328,23.0,80,75,4.61,snow
375,Angoche,MZ,-16.2325,39.9086,82.06,82,71,5.48,broken clouds
376,Lorengau,PG,-2.0226,147.2712,82.18,71,100,6.82,moderate rain
377,Gevrai,IN,19.2667,75.75,72.59,23,0,5.44,clear sky
378,Yarmouth,US,41.7057,-70.2286,39.2,65,20,10.36,few clouds
379,Poltavka,RU,54.3663,71.7632,8.51,92,97,6.85,overcast clouds
380,Olafsvik,IS,64.8945,-23.7142,38.84,79,100,36.71,light rain
381,Sangar,RU,63.9242,127.4739,-44.68,76,0,4.54,clear sky
382,Rio Bueno,CL,-40.3167,-72.9667,84.2,45,0,9.22,clear sky
383,Inhambane,MZ,-23.865,35.3833,86.0,79,40,8.05,scattered clouds
384,Coihaique,CL,-45.5752,-72.0662,86.0,28,0,4.61,clear sky
385,Weligama,LK,5.9667,80.4167,76.95,81,98,4.61,overcast clouds
386,Nabire,ID,-3.3667,135.4833,76.95,86,100,2.55,overcast clouds
387,Bairiki,KI,1.3292,172.9752,78.8,83,20,9.22,few clouds
388,Kachiry,KZ,53.0675,76.1036,13.23,93,100,3.42,overcast clouds
389,Knysna,ZA,-34.0363,23.0471,69.8,78,20,5.75,few clouds
390,Yeppoon,AU,-23.1333,150.7333,71.6,88,16,4.61,few clouds
391,Hofn,IS,64.2539,-15.2082,35.55,82,100,13.0,overcast clouds
392,Mgachi,RU,51.05,142.2667,-16.38,85,77,5.39,broken clouds
393,Chyhyryn,UA,49.0838,32.6555,37.8,96,100,12.82,overcast clouds
394,Havre-Saint-Pierre,CA,50.2334,-63.5986,35.6,87,90,5.75,overcast clouds
395,Meiganga,CM,6.5167,14.3,82.31,19,32,6.42,scattered clouds
396,Baghdad,IQ,33.3406,44.4009,57.2,72,90,9.22,overcast clouds
397,Buluang,PH,13.3068,123.3425,74.91,89,86,5.32,overcast clouds
398,Pevek,RU,69.7008,170.3133,-13.45,78,0,8.3,clear sky
399,Nhulunbuy,AU,-12.2333,136.7667,77.0,94,40,6.91,light rain
400,Zhigansk,RU,66.7697,123.3711,-42.66,73,0,11.25,clear sky
401,Havoysund,NO,70.9963,24.6622,30.2,93,90,24.16,snow
402,Churapcha,RU,62.0025,132.4325,-45.13,75,28,1.88,scattered clouds
403,Spornoye,RU,50.8448,37.2913,39.2,100,90,6.71,moderate rain
404,Wolmirstedt,DE,52.25,11.6333,39.0,10,100,6.06,overcast clouds
405,San Patricio,US,28.017,-97.5169,75.99,64,40,19.57,scattered clouds
406,Pauini,BR,-7.7136,-66.9764,87.17,63,99,1.48,overcast clouds
407,Belaya Kalitva,RU,48.17,40.78,47.12,90,100,11.25,overcast clouds
408,Mount Darwin,ZW,-16.7725,31.5838,72.63,87,21,2.77,light rain
409,Asosa,ET,10.0667,34.5333,75.42,21,66,2.59,broken clouds
410,Charagua,BO,-19.8,-63.2167,78.8,53,75,10.8,broken clouds
411,Abha,SA,18.2164,42.5053,62.6,59,0,8.05,clear sky
412,Port Lincoln,AU,-34.7333,135.8667,57.15,66,0,19.77,clear sky
413,Christiansfeld,DK,55.3582,9.487,30.2,86,75,10.36,broken clouds
414,Makakilo City,US,21.3469,-158.0858,62.6,94,1,3.44,clear sky
415,Impfondo,CG,1.6381,18.0667,82.2,60,87,3.8,overcast clouds
416,San Alberto,CO,7.7611,-73.3922,91.85,44,65,5.68,broken clouds
417,Iralaya,HN,15.0,-83.2333,80.6,58,1,5.75,clear sky
418,Chernyshevskiy,RU,63.0128,112.4714,-28.1,87,99,3.22,overcast clouds
419,Puerto Ayacucho,VE,5.6639,-67.6236,89.85,55,88,2.62,overcast clouds
420,Sur,OM,22.5667,59.5289,66.92,72,0,1.95,clear sky
421,Yershov,RU,51.3513,48.2766,34.12,99,100,6.13,overcast clouds
422,Strezhevoy,RU,60.7333,77.5889,3.2,85,90,4.47,light snow
423,Hualmay,PE,-11.0964,-77.6139,76.26,61,93,9.31,overcast clouds
424,Panaba,MX,21.2833,-88.2667,77.65,57,16,9.89,few clouds
425,Oriximina,BR,-1.7656,-55.8661,90.34,51,75,4.65,broken clouds
426,Marystown,CA,47.1666,-55.1483,41.47,97,93,4.94,overcast clouds
427,Sao Miguel,BR,-5.4667,-35.3667,87.8,55,40,16.11,scattered clouds
428,Yarada,IN,17.65,83.2667,66.2,82,1,2.3,mist
429,Veraval,IN,20.9,70.3667,70.65,58,0,12.28,clear sky
430,Plettenberg Bay,ZA,-34.0527,23.3716,69.55,76,2,4.61,clear sky
431,Pindi Gheb,PK,33.2402,72.2661,56.41,54,1,3.0,clear sky
432,Ouadda,CF,8.0777,22.4007,84.13,21,40,3.6,scattered clouds
433,Rocha,UY,-34.4833,-54.3333,72.59,59,75,19.04,broken clouds
434,Tynda,RU,55.1667,124.7167,-27.6,80,92,1.41,overcast clouds
435,Porto Novo,BJ,6.4965,2.6036,87.8,74,20,12.66,few clouds
436,Laguna,US,38.421,-121.4238,46.99,65,1,9.22,clear sky
437,Corrente,BR,-3.7367,-43.3394,92.08,45,15,5.57,few clouds
438,Altamira,BR,-3.2033,-52.2064,89.6,66,75,5.75,broken clouds
439,Pisco,PE,-13.7,-76.2167,73.99,88,40,8.05,scattered clouds
440,Los Llanos De Aridane,ES,28.6585,-17.9182,66.2,52,20,9.22,few clouds
441,Gweta,BW,-20.1833,25.2333,80.69,62,28,9.46,scattered clouds
442,Saint-Augustin,CA,51.226,-58.6502,34.97,97,100,1.19,overcast clouds
443,Mapiripan,CO,2.8892,-72.1256,88.68,58,94,6.82,overcast clouds
444,Itoman,JP,26.1247,127.6694,60.8,67,20,5.75,few clouds
445,Lagoa,PT,39.05,-27.9833,54.88,69,65,26.49,broken clouds
446,Safford,US,32.834,-109.7076,64.4,32,1,16.11,clear sky
447,Kumher,IN,27.3167,77.3667,57.04,77,32,10.87,scattered clouds
448,Kurilsk,RU,45.2333,147.8833,14.9,90,100,19.17,light snow
449,Kang,BW,-23.6752,22.7876,73.47,75,100,3.02,overcast clouds
450,Fairbanks,US,64.8378,-147.7164,-7.01,77,90,4.61,light snow
451,Montalvo,EC,-1.8,-79.3333,82.0,88,84,2.35,light rain
452,Cap Malheureux,MU,-19.9842,57.6142,80.01,76,0,5.01,light rain
453,Wiarton,CA,44.7407,-81.1332,34.0,64,20,6.91,few clouds
454,Socorro,US,31.6546,-106.3033,64.4,29,20,16.11,few clouds
455,Sobolevo,RU,54.4299,31.8996,20.84,97,100,17.22,snow
456,Hastings,GB,50.8552,0.5729,46.99,87,100,3.0,light rain
457,Margate,GB,51.3813,1.3862,46.99,87,92,1.01,overcast clouds
458,Bulgan,MN,48.8125,103.5347,16.7,89,96,5.26,overcast clouds
459,Igarka,RU,67.4667,86.5833,-30.95,84,68,4.9,broken clouds
460,Leshukonskoye,RU,64.8989,45.7622,7.34,95,100,9.84,snow
461,Lincoln,US,40.8,-96.667,26.01,58,1,19.57,clear sky
462,Yauya,PE,-8.9833,-77.3,45.57,83,100,1.03,moderate rain
463,Fengcheng,CN,40.4536,124.0717,11.07,94,35,1.92,scattered clouds
464,Kirakira,SB,-10.4544,161.9205,77.97,88,100,11.48,moderate rain
465,Sergeyevka,KZ,53.88,67.4158,24.55,98,99,7.87,light snow
466,Amapa,BR,1.0,-52.0,80.37,92,69,2.98,broken clouds
467,Chumikan,RU,54.7183,135.315,-18.78,76,71,30.15,broken clouds
468,Kouroussa,GN,10.65,-9.8833,98.89,9,0,2.53,clear sky
469,Lovozero,RU,68.005,35.0117,4.62,94,100,4.81,light snow
470,Campo Gobierno,MX,24.6536,-107.5411,75.2,53,1,3.44,clear sky
471,Bay Roberts,CA,47.5999,-53.2648,46.0,100,75,2.3,light rain
472,Kortkeros,RU,61.8106,51.5806,15.8,92,90,4.47,snow
473,Sehore,IN,23.2,77.0833,66.2,52,40,9.22,scattered clouds
474,Jiuquan,CN,39.7432,98.5174,28.45,70,0,6.89,clear sky
475,San Diego,US,32.7153,-117.1573,60.01,67,75,9.22,broken clouds
476,Mount Isa,AU,-20.7333,139.5,84.2,58,38,8.05,scattered clouds
477,Zehdenick,DE,52.9785,13.3317,33.01,86,95,1.01,overcast clouds
478,Hvide Sande,DK,56.0045,8.1294,26.01,82,99,1.99,overcast clouds
479,San Carlos De Bariloche,AR,-41.1456,-71.3082,87.8,11,0,11.5,clear sky
480,Hagenow,DE,53.4333,11.1833,33.01,89,95,4.0,overcast clouds
481,Minas,UY,-34.3759,-55.2377,75.2,60,75,20.71,broken clouds
482,Chapais,CA,49.7834,-74.8492,24.8,58,1,3.44,clear sky
483,Severo-Yeniseyskiy,RU,60.3725,93.0408,0.32,94,100,7.83,overcast clouds
484,Richards Bay,ZA,-28.783,32.0377,77.65,88,100,8.48,overcast clouds
485,Tabas,IR,33.5959,56.9244,50.0,22,0,4.61,clear sky
486,San Policarpo,PH,12.1791,125.5072,79.77,84,7,16.82,clear sky
487,Tamboril,DO,19.4854,-70.611,78.8,69,75,9.22,broken clouds
488,Orumiyeh,IR,37.5527,45.0761,37.4,81,75,4.61,haze
489,Yamada,JP,39.4667,141.95,21.04,85,5,19.28,clear sky
490,Kaduqli,SD,11.0167,29.7167,83.57,15,57,11.65,broken clouds
491,Bluefields,NI,12.0137,-83.7635,80.6,78,20,6.91,few clouds
492,Itatiaia,BR,-22.4961,-44.5633,87.67,61,35,2.62,scattered clouds
493,Jiangkou,CN,25.4872,119.1986,57.2,72,75,6.71,broken clouds
494,Cabedelo,BR,-6.9811,-34.8339,89.6,55,20,12.66,few clouds
495,Eureka,US,40.8021,-124.1637,39.99,97,0,4.72,clear sky
496,Arandis,NA,-22.4167,14.9667,66.0,82,57,5.01,broken clouds
497,Kudahuvadhoo,MV,2.6708,72.8944,82.13,77,100,16.17,light rain
498,Northam,GB,51.0333,-4.2167,48.0,93,74,3.0,moderate rain
499,Kidal,ML,18.4411,1.4078,85.69,11,5,10.13,clear sky
500,Ausa,ES,41.9271,2.2497,57.0,85,70,2.33,broken clouds
501,Raga,SS,8.4596,25.678,85.68,17,0,5.86,clear sky
502,Ibiapina,BR,-3.9233,-40.8894,84.22,46,79,6.49,broken clouds
503,Pokaran,IN,26.9167,71.9167,63.34,29,0,11.18,clear sky
504,Cap-Aux-Meules,CA,47.3821,-61.8597,32.0,93,100,6.91,overcast clouds
505,Isangel,VU,-19.55,169.2667,77.94,81,78,7.18,broken clouds
506,Brainerd,US,46.358,-94.2008,19.4,73,90,13.8,light snow
507,Saint George,US,37.1041,-113.5841,48.0,40,0,4.25,clear sky
508,Clarence Town,AU,-32.5833,151.7833,72.0,83,68,9.22,broken clouds
509,Kushima,JP,31.4583,131.2333,42.8,56,20,5.75,few clouds
510,Tambura,SS,5.6,27.4667,89.8,16,30,2.66,scattered clouds
511,Port Macquarie,AU,-31.4333,152.9167,64.99,99,76,6.46,broken clouds
512,Maragogi,BR,-9.0122,-35.2225,83.91,66,33,11.68,scattered clouds
513,Sokoni,TZ,-6.4333,39.55,82.4,78,20,11.5,few clouds
514,Devonport,AU,-41.1667,146.35,55.99,94,96,10.0,overcast clouds
515,Marsh Harbour,BS,26.5412,-77.0636,64.94,49,52,4.52,broken clouds
516,Kargasok,RU,59.0556,80.8572,2.68,94,90,7.76,overcast clouds
517,Guaruja,BR,-23.9931,-46.2564,91.4,66,20,5.75,few clouds
518,Sovetskiy,RU,61.3614,63.5842,9.43,96,100,5.21,overcast clouds
519,Ventspils,LV,57.3894,21.5606,24.8,86,40,9.22,scattered clouds
520,Salalah,OM,17.0151,54.0924,75.2,69,40,2.3,scattered clouds
521,Ust-Ilimsk,RU,58.0006,102.6619,3.42,93,100,3.96,overcast clouds
522,Kapit,MY,2.0167,112.9333,73.27,95,100,1.34,overcast clouds
523,Esik,KZ,43.3552,77.4525,30.2,86,40,4.47,mist
524,Hinche,HT,19.15,-72.0167,80.31,56,24,5.82,few clouds
525,Basco,PH,20.4487,121.9702,70.56,77,36,24.0,scattered clouds
526,Nome,US,64.5011,-165.4064,-2.2,55,90,10.36,overcast clouds
527,Diu,IN,20.7141,70.9822,68.95,54,0,10.71,clear sky
528,Tahe,CN,52.3333,124.7333,-12.26,86,100,0.81,overcast clouds
529,Diffa,NE,13.3154,12.6113,77.85,17,0,8.99,clear sky
530,Sassandra,CI,4.95,-6.0833,82.72,75,22,10.2,few clouds
531,Petropavl,KZ,54.8753,69.1628,12.04,95,98,8.08,overcast clouds
532,Olga,RU,43.7444,135.2892,-2.99,83,0,6.04,clear sky
533,Kavaratti,IN,10.5669,72.642,81.99,66,75,6.8,broken clouds
534,Griffith,US,41.5284,-87.4237,37.99,64,40,18.41,scattered clouds
535,Gamba,GA,-2.65,10.0,82.24,80,99,8.03,light rain
536,Ust-Kuyga,RU,70.0167,135.6,-26.91,82,100,5.46,overcast clouds
537,Dhidhdhoo,MV,6.8833,73.1,82.0,73,61,9.1,broken clouds
538,Praia Da Vitoria,PT,38.7333,-27.0667,53.6,87,75,27.31,broken clouds
539,Methoni,GR,36.8197,21.7049,59.0,88,20,9.22,few clouds
540,Saint Anthony,US,45.0205,-93.218,24.8,74,90,16.11,overcast clouds
541,Morden,CA,49.1919,-98.1014,6.8,72,74,14.97,broken clouds
542,Neftcala,AZ,39.3742,49.2472,52.38,70,100,10.89,overcast clouds
543,Inza,RU,53.8533,46.3586,34.16,96,100,8.3,overcast clouds
544,Skelleftea,SE,64.7507,20.9528,24.01,86,75,9.22,broken clouds
545,Constantine,DZ,36.365,6.6147,64.4,29,0,9.22,clear sky
546,Fort-Shevchenko,KZ,44.5086,50.263,44.24,76,28,6.15,scattered clouds
547,Voyvozh,RU,62.892,54.9635,10.8,96,100,8.63,overcast clouds
548,Belovo,RU,54.4165,86.2976,8.33,94,91,6.64,overcast clouds
549,Jardim,BR,-21.4803,-56.1381,84.34,68,93,10.16,overcast clouds
550,Coquimbo,CL,-29.9533,-71.3436,66.2,68,20,12.66,few clouds
551,Cockburn Town,TC,21.4612,-71.1419,73.87,62,23,11.74,few clouds
552,Siocon,PH,7.7061,122.1353,77.61,82,21,9.51,few clouds
553,Canberra,AU,-35.2835,149.1281,63.0,100,75,3.44,broken clouds
554,Srednekolymsk,RU,67.45,153.6833,-1.44,83,100,15.93,overcast clouds
555,Jinka,ET,5.65,36.65,73.81,28,1,1.14,clear sky
556,Anloga,GH,5.7947,0.8973,86.0,79,20,12.66,few clouds
557,Wattegama,LK,6.7989,81.4808,72.32,84,100,8.25,overcast clouds
558,Nemuro,JP,43.3236,145.575,13.95,87,53,14.65,broken clouds
559,Porto Walter,BR,-8.2686,-72.7439,89.44,56,89,4.07,overcast clouds
560,Gorontalo,ID,0.5412,123.0595,74.66,88,100,3.18,overcast clouds
561,Komsomolskiy,UZ,40.4272,71.7189,35.6,75,13,9.22,mist
562,Soyo,AO,-6.1349,12.3689,82.31,80,53,9.84,broken clouds
563,Kutum,SD,14.2,24.6667,65.43,26,22,14.34,few clouds
564,Menongue,AO,-14.6585,17.691,69.35,73,92,2.39,overcast clouds
565,Yerkoy,TR,39.6381,34.4672,49.48,60,0,2.66,clear sky
566,Bosaso,SO,11.2842,49.1816,74.89,64,0,8.57,clear sky
567,North Bend,US,43.4065,-124.2243,39.2,93,1,6.91,clear sky
568,Otradnoye,RU,59.7775,30.8181,10.4,85,20,13.42,few clouds
569,Vung Tau,VN,10.346,107.0843,75.63,81,2,20.49,clear sky
570,Teya,RU,60.3778,92.6267,2.82,90,100,5.3,overcast clouds
571,Vardo,NO,70.3705,31.1107,26.6,68,75,17.27,light snow
572,Verkhnevilyuysk,RU,63.4453,120.3167,-37.88,82,41,5.39,scattered clouds
573,Newport,GB,51.5877,-2.9984,48.99,98,100,6.85,overcast clouds
574,Ikorodu,NG,6.6191,3.5041,87.8,70,20,6.91,few clouds
575,Palapag,PH,12.5458,125.1147,77.56,90,39,12.82,scattered clouds
576,Bonfim,BR,3.0833,-59.95,91.4,49,36,12.53,scattered clouds
577,Kieta,PG,-6.2167,155.6333,78.91,75,100,4.09,overcast clouds
578,Les Cayes,HT,18.2,-73.75,82.38,61,2,7.36,clear sky
579,Belle Fourche,US,44.6714,-103.8522,28.99,59,75,19.57,broken clouds
580,Macamic,CA,48.7502,-78.9996,26.6,50,40,5.75,scattered clouds
581,Phak Hai,TH,14.4574,100.3699,78.01,63,0,5.91,clear sky
582,Constitucion,CL,-35.3333,-72.4167,72.16,56,71,5.82,broken clouds
583,Huarmey,PE,-10.0681,-78.1522,75.38,63,66,8.39,broken clouds
584,Chicama,PE,-7.8447,-79.1469,71.6,83,40,9.22,fog
585,Syriam,MM,16.7722,96.2378,77.0,73,0,3.44,clear sky
586,Oruro,BO,-17.9833,-67.15,64.4,48,75,10.36,broken clouds
587,Pacasmayo,PE,-7.4006,-79.5714,75.18,67,100,10.54,overcast clouds
588,Yicheng,CN,31.3705,119.8703,37.0,98,100,15.01,moderate rain
589,Tchaourou,BJ,8.8865,2.5975,98.29,11,0,5.39,clear sky
590,Geraldton,AU,-28.7667,114.6,77.0,31,99,18.41,overcast clouds
591,Clonakilty,IE,51.6231,-8.8706,48.0,93,75,6.91,broken clouds
592,Hodac,RO,46.7667,24.9167,50.0,66,40,12.66,scattered clouds
593,Kaputa,ZM,-8.4689,29.6619,74.52,71,79,2.15,light rain
594,Faanui,PF,-16.4833,-151.75,80.92,67,7,4.61,clear sky
595,Asfi,MA,32.2994,-9.2372,60.53,84,98,18.1,overcast clouds
596,Penzance,GB,50.1186,-5.5371,48.2,93,20,9.22,few clouds
597,Opuwo,NA,-18.0607,13.84,84.6,25,62,10.54,broken clouds
598,Takoradi,GH,4.8845,-1.7554,82.74,76,22,10.51,light rain
599,Swellendam,ZA,-34.0226,20.4417,69.8,64,69,10.36,broken clouds
600,Launceston,AU,-41.45,147.1667,64.0,77,90,8.05,overcast clouds
601,Visnes,NO,59.3556,5.2242,19.4,73,0,8.05,clear sky
602,Kulachi,PK,31.9286,70.4592,56.48,45,0,1.61,clear sky
603,Skibbereen,IE,51.55,-9.2667,44.6,93,75,6.91,broken clouds
604,Yangambi,CD,0.8102,24.4336,80.51,68,57,2.01,light rain
605,Ternate,ID,0.8,127.4,80.35,78,93,3.65,overcast clouds
606,Reconquista,AR,-29.15,-59.65,83.98,40,0,12.39,clear sky
607,Altamirano,MX,16.8833,-92.15,72.21,28,0,2.8,clear sky
608,Qujing,CN,25.4833,103.7833,50.0,51,0,8.16,clear sky
609,Sennan,JP,34.3582,135.2837,44.6,57,3,13.8,clear sky
610,Sembe,CG,1.6481,14.5806,83.16,57,63,2.39,broken clouds
611,Lufilufi,WS,-13.8745,-171.5986,75.2,94,75,3.44,light rain
612,Newport News,US,36.9788,-76.428,48.0,25,40,12.66,scattered clouds
613,Jiayuguan,CN,39.8167,98.3,26.24,69,0,4.18,clear sky
614,Kushmurun,KZ,52.4503,64.6311,32.77,96,100,12.66,overcast clouds
615,Batagay-Alyta,RU,67.8006,130.4114,-31.09,71,0,2.21,clear sky
616,Mitu,CO,1.1983,-70.1733,78.28,94,93,3.47,moderate rain
617,Namibe,AO,-15.1961,12.1522,75.45,66,0,15.97,clear sky
618,Zwedru,LR,6.0667,-8.1281,87.71,56,57,5.68,broken clouds
619,Okhotsk,RU,59.3833,143.3,3.33,89,100,13.58,overcast clouds
620,Mastic Beach,US,40.7668,-72.8521,37.99,52,75,14.97,broken clouds
621,Yelizovo,RU,53.1873,158.3805,8.6,61,100,4.47,overcast clouds
622,Soloneshnoye,RU,51.6544,84.3197,25.5,95,100,3.98,overcast clouds
623,Roma,US,43.2128,-75.4557,33.01,59,1,8.05,clear sky
624,Bijie,CN,27.3125,105.2942,42.35,84,100,8.99,overcast clouds
625,Carballo,ES,43.213,-8.691,51.01,93,60,1.01,light rain
626,Naze,JP,28.3667,129.4833,55.15,71,56,3.8,broken clouds
627,Oranjemund,NA,-28.55,16.4333,66.25,84,4,19.35,clear sky
628,Telfs,AT,47.3,11.0667,45.0,75,75,2.3,broken clouds
629,San Borja,BO,-14.8167,-66.85,76.78,87,100,7.36,overcast clouds
630,Touba,CI,8.2833,-7.6833,97.83,19,14,3.27,few clouds
631,Balikpapan,ID,-1.2675,116.8289,76.57,91,100,3.33,overcast clouds
632,Alta Floresta,BR,-9.8756,-56.0861,87.49,70,77,2.15,broken clouds
633,Bowen,AU,-20.0167,148.2333,73.4,94,40,6.91,scattered clouds
634,Pidvynohradiv,UA,48.1395,22.9719,46.4,87,20,4.61,few clouds
635,Lipin Bor,RU,60.2622,37.9763,9.18,95,98,8.66,overcast clouds
636,Husavik,IS,66.0449,-17.3389,24.8,74,20,4.61,few clouds
637,Longido,TZ,-2.7333,36.6833,74.82,45,33,14.38,scattered clouds
638,Luzino,RU,54.9481,73.0353,-0.4,85,99,2.24,mist
639,Dubrovnik,HR,42.6481,18.0922,53.6,87,0,6.91,clear sky
640,Lao Cai,VN,22.4833,103.95,66.18,78,70,0.65,broken clouds
641,Alice Springs,AU,-23.7,133.8833,78.8,78,75,10.29,broken clouds
642,Moussoro,TD,13.6408,16.4901,80.42,16,1,13.47,clear sky
643,Panama City,PA,8.9936,-79.5197,89.6,55,20,10.36,few clouds
644,Cordoba,AR,-31.4135,-64.1811,86.0,39,0,6.91,clear sky
645,Makat,KZ,47.6469,53.3463,38.1,84,98,6.22,overcast clouds
646,Petrovac,RS,44.3769,21.4192,46.99,7,50,2.44,scattered clouds
647,Dothan,US,31.2232,-85.3905,57.0,35,1,9.22,clear sky
648,Ginda,IN,30.6945,78.4932,37.67,87,100,0.98,light rain
649,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,87.01,47,0,1.99,clear sky
650,Nuuk,GL,64.1835,-51.7216,10.4,67,1,19.57,snow
651,Mecca,SA,21.4267,39.8261,78.96,53,30,16.02,scattered clouds
652,Sungaipenuh,ID,-2.0833,101.3833,65.14,95,100,3.11,overcast clouds
653,Concordia,AR,-31.393,-58.0209,79.0,57,75,14.97,broken clouds
654,Tripoli,LY,32.8752,13.1875,67.15,46,45,5.88,scattered clouds
655,Dovers,VC,12.8833,-61.1833,82.4,65,40,10.36,scattered clouds
656,Mayo,US,38.8876,-76.5119,42.01,38,1,11.5,clear sky
657,Araouane,ML,18.9048,-3.5265,88.02,9,92,6.69,overcast clouds
658,Comonfort,MX,20.7167,-100.7667,71.01,37,0,4.0,clear sky
659,Bilma,NE,18.6853,12.9164,67.26,24,13,3.96,few clouds
660,Chkalovskoye,RU,44.8392,133.0436,-13.43,83,2,5.01,clear sky
661,Maldonado,UY,-34.6667,-54.9167,75.2,60,75,20.71,broken clouds
662,Key Largo,US,25.0865,-80.4473,63.0,68,0,3.65,clear sky
663,Saint Charles,US,38.7667,-90.7335,41.0,87,90,5.75,light rain
664,Nyurba,RU,63.2842,118.3319,-34.8,83,62,5.97,broken clouds
665,Kralendijk,BQ,12.15,-68.2667,84.2,74,40,21.85,scattered clouds
666,Quechultenango,MX,17.4167,-99.2167,87.53,30,0,0.96,clear sky
667,Manggar,ID,-2.8833,108.2667,79.14,82,68,11.32,broken clouds
668,Svetlogorsk,BY,52.6333,29.7333,25.12,97,100,18.25,light snow
669,Praia,CV,14.9215,-23.5087,71.6,68,90,24.16,overcast clouds
670,Svetlyy,RU,54.675,20.1347,17.6,93,75,4.47,broken clouds
671,Hokitika,NZ,-42.7167,170.9667,53.98,65,12,6.15,few clouds
672,Axim,GH,4.8699,-2.2405,82.78,74,15,8.16,light rain
673,Chaplynka,UA,46.3651,33.5403,47.62,83,100,11.83,overcast clouds
674,Hamilton,US,39.1834,-84.5333,36.0,64,90,4.61,overcast clouds
675,Horki,BY,54.2861,30.9842,20.34,97,100,17.76,snow
676,Ewa Beach,US,21.3156,-158.0072,62.6,94,1,3.44,clear sky
677,Roseburg,US,43.2165,-123.3417,37.99,87,90,6.91,overcast clouds
678,Urumqi,CN,43.801,87.6005,10.4,92,15,4.47,mist
679,Cortes,ES,41.9395,-1.4396,64.0,63,98,9.22,overcast clouds
680,Dudinka,RU,69.4058,86.1778,-28.05,85,78,6.85,broken clouds
681,Kuryk,KZ,43.2,51.65,44.83,91,96,6.02,overcast clouds
682,Huamachuco,PE,-7.8,-78.0667,53.37,76,99,7.67,moderate rain
683,Majene,ID,-3.5403,118.9707,78.73,81,100,4.68,overcast clouds
684,Belaya Gora,RU,68.5333,146.4167,-9.56,87,98,11.36,overcast clouds
685,Reserva,BR,-24.6503,-50.8506,76.78,90,70,5.75,broken clouds
686,Picton,AU,-34.1833,150.6,70.0,90,68,1.01,moderate rain
